season,match_id,match_name,home_team,away_team,bowling_team,venue,city,country,innings_id,name,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs,captain,href
2022,1304047,CSK v KKR,CSK,KKR,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,RA Jadeja,Ravindra Jadeja,4,0,25,0,6.25,8,1,1,0,0,True,https://www.espncricinfo.com/ci/content/player/234675.html
2022,1304048,DC v MI,DC,MI,DC,"Brabourne Stadium, Mumbai",Mumbai,India,1,SN Thakur,Shardul Thakur,4,0,47,0,11.75,8,3,4,1,0,False,https://www.espncricinfo.com/ci/content/player/475281.html
2022,1304048,DC v MI,DC,MI,DC,"Brabourne Stadium, Mumbai",Mumbai,India,1,KK Ahmed,Khaleel Ahmed,4,0,27,2,6.75,13,5,0,0,0,False,https://www.espncricinfo.com/ci/content/player/942645.html
2022,1304048,DC v MI,DC,MI,DC,"Brabourne Stadium, Mumbai",Mumbai,India,1,AR Patel,Axar Patel,4,0,40,0,10.00,3,4,1,0,0,False,https://www.espncricinfo.com/ci/content/player/554691.html
2022,1304048,DC v MI,DC,MI,DC,"Brabourne Stadium, Mumbai",Mumbai,India,1,KL Nagarkoti,Kamlesh Nagarkoti,2,0,29,0,14.50,4,5,1,1,0,False,https://www.espncricinfo.com/ci/content/player/1070188.html
2022,1304048,DC v MI,DC,MI,DC,"Brabourne Stadium, Mumbai",Mumbai,India,1,Kuldeep Yadav,Kuldeep Yadav,4,0,18,3,4.50,8,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/559235.html
2022,1304048,DC v MI,DC,MI,DC,"Brabourne Stadium, Mumbai",Mumbai,India,1,Lalit Yadav,Lalit Yadav,2,0,15,0,7.50,2,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/930189.html
2022,1304048,DC v MI,DC,MI,MI,"Brabourne Stadium, Mumbai",Mumbai,India,2,DR Sams,Daniel Sams,4,0,57,0,14.25,4,6,3,2,0,False,https://www.espncricinfo.com/ci/content/player/826901.html
2022,1304048,DC v MI,DC,MI,MI,"Brabourne Stadium, Mumbai",Mumbai,India,2,JJ Bumrah,Jasprit Bumrah,3.2,0,43,0,12.90,4,7,1,0,0,False,https://www.espncricinfo.com/ci/content/player/625383.html
2022,1304048,DC v MI,DC,MI,MI,"Brabourne Stadium, Mumbai",Mumbai,India,2,Basil Thampi,Basil Thampi,4,0,35,3,8.75,11,2,2,3,0,False,https://www.espncricinfo.com/ci/content/player/732291.html
2022,1304048,DC v MI,DC,MI,MI,"Brabourne Stadium, Mumbai",Mumbai,India,2,M Ashwin,Murugan Ashwin,4,0,14,2,3.50,14,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/528067.html
2022,1304048,DC v MI,DC,MI,MI,"Brabourne Stadium, Mumbai",Mumbai,India,2,TS Mills,Tymal Mills,3,0,26,1,8.66,6,2,1,2,0,False,https://www.espncricinfo.com/ci/content/player/459257.html
2022,1304049,PBKS v RCB,PBKS,RCB,PBKS,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,Sandeep Sharma,Sandeep Sharma,4,0,37,0,9.25,10,4,2,0,0,False,https://www.espncricinfo.com/ci/content/player/438362.html
2022,1304049,PBKS v RCB,PBKS,RCB,PBKS,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,Arshdeep Singh,Arshdeep Singh,4,0,31,1,7.75,11,0,2,3,0,False,https://www.espncricinfo.com/ci/content/player/1125976.html
2022,1304049,PBKS v RCB,PBKS,RCB,PBKS,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,OF Smith,Odean Smith,4,0,52,0,13.00,9,5,4,1,0,False,https://www.espncricinfo.com/ci/content/player/820691.html
2022,1304049,PBKS v RCB,PBKS,RCB,PBKS,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,RD Chahar,Rahul Chahar,4,0,22,1,5.50,8,0,0,1,0,False,https://www.espncricinfo.com/ci/content/player/1064812.html
2022,1304049,PBKS v RCB,PBKS,RCB,PBKS,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,Harpreet Brar,Harpreet Brar,3,0,38,0,12.66,5,0,4,1,0,False,https://www.espncricinfo.com/ci/content/player/1168641.html
2022,1304049,PBKS v RCB,PBKS,RCB,PBKS,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,LS Livingstone,Liam Livingstone,1,0,14,0,14.00,1,0,1,1,0,False,https://www.espncricinfo.com/ci/content/player/403902.html
2022,1304049,PBKS v RCB,PBKS,RCB,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,DJ Willey,David Willey,3,0,28,0,9.33,5,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/308251.html
2022,1304049,PBKS v RCB,PBKS,RCB,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,Mohammed Siraj,Mohammed Siraj,4,0,59,2,14.75,9,3,4,6,0,False,https://www.espncricinfo.com/ci/content/player/940973.html
2022,1304049,PBKS v RCB,PBKS,RCB,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,Shahbaz Ahmed,Shahbaz Ahmed,1,0,6,0,6.00,3,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1159711.html
2022,1304049,PBKS v RCB,PBKS,RCB,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,Akash Deep,Akash Deep,3,0,38,1,12.66,4,2,3,0,0,False,https://www.espncricinfo.com/ci/content/player/1176959.html
2022,1304049,PBKS v RCB,PBKS,RCB,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,PWH de Silva,Wanindu Hasaranga de Silva,4,0,40,1,10.00,10,1,4,1,0,False,https://www.espncricinfo.com/ci/content/player/784379.html
2022,1304049,PBKS v RCB,PBKS,RCB,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,HV Patel,Harshal Patel,4,0,36,1,9.00,10,1,2,5,0,False,https://www.espncricinfo.com/ci/content/player/390481.html
2022,1304050,GT v LSG,GT,LSG,GT,"Wankhede Stadium, Mumbai",Mumbai,India,1,Mohammed Shami,Mohammed Shami,4,0,25,3,6.25,13,4,0,0,0,False,https://www.espncricinfo.com/ci/content/player/481896.html
2022,1304050,GT v LSG,GT,LSG,GT,"Wankhede Stadium, Mumbai",Mumbai,India,1,VR Aaron,Varun Aaron,4,0,45,2,11.25,5,6,1,3,0,False,https://www.espncricinfo.com/ci/content/player/360911.html
2022,1304050,GT v LSG,GT,LSG,GT,"Wankhede Stadium, Mumbai",Mumbai,India,1,LH Ferguson,Lockie Ferguson,4,0,24,0,6.00,11,1,1,1,0,False,https://www.espncricinfo.com/ci/content/player/493773.html
2022,1304050,GT v LSG,GT,LSG,GT,"Wankhede Stadium, Mumbai",Mumbai,India,1,HH Pandya,Hardik Pandya,4,0,37,0,9.25,10,6,1,0,0,True,https://www.espncricinfo.com/ci/content/player/625371.html
2022,1304050,GT v LSG,GT,LSG,GT,"Wankhede Stadium, Mumbai",Mumbai,India,1,Rashid Khan,Rashid Khan,4,0,27,1,6.75,8,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/793463.html
2022,1304050,GT v LSG,GT,LSG,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,2,PVD Chameera,Dushmantha Chameera,3,0,22,2,7.33,11,4,0,1,0,False,https://www.espncricinfo.com/ci/content/player/552152.html
2022,1304050,GT v LSG,GT,LSG,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,2,Avesh Khan,Avesh Khan,3.4,0,33,1,9.00,10,5,1,0,0,False,https://www.espncricinfo.com/ci/content/player/694211.html
2022,1304050,GT v LSG,GT,LSG,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,2,Mohsin Khan,Mohsin Khan,2,0,18,0,9.00,4,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1132005.html
2022,1304050,GT v LSG,GT,LSG,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,2,Ravi Bishnoi,Ravi Bishnoi,4,0,34,0,8.50,11,3,2,2,0,False,https://www.espncricinfo.com/ci/content/player/1175441.html
2022,1304050,GT v LSG,GT,LSG,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,2,KH Pandya,Krunal Pandya,4,0,17,1,4.25,12,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/471342.html
2022,1304050,GT v LSG,GT,LSG,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,2,DJ Hooda,Deepak Hooda,3,0,31,1,10.33,3,2,2,0,0,False,https://www.espncricinfo.com/ci/content/player/497121.html
2022,1304051,SRH v RR,SRH,RR,SRH,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,B Kumar,Bhuvneshwar Kumar,4,0,29,1,7.25,14,2,2,1,2,False,https://www.espncricinfo.com/ci/content/player/326016.html
2022,1304051,SRH v RR,SRH,RR,SRH,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,R Shepherd,Romario Shepherd,4,0,33,1,8.25,12,3,2,1,0,False,https://www.espncricinfo.com/ci/content/player/677077.html
2022,1304051,SRH v RR,SRH,RR,SRH,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,Umran Malik,Umran Malik,4,0,39,2,9.75,12,4,2,2,1,False,https://www.espncricinfo.com/ci/content/player/1246528.html
2022,1304051,SRH v RR,SRH,RR,SRH,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,Washington Sundar,Washington Sundar,3,0,47,0,15.66,3,1,5,0,1,False,https://www.espncricinfo.com/ci/content/player/719715.html
2022,1304051,SRH v RR,SRH,RR,SRH,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,T Natarajan,T Natarajan,4,0,43,2,10.75,8,5,2,2,0,False,https://www.espncricinfo.com/ci/content/player/802575.html
2022,1304051,SRH v RR,SRH,RR,SRH,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,Abhishek Sharma,Abhishek Sharma,1,0,15,0,15.00,1,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1070183.html
2022,1304051,SRH v RR,SRH,RR,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,TA Boult,Trent Boult,4,1,23,2,5.75,16,2,1,3,0,False,https://www.espncricinfo.com/ci/content/player/277912.html
2022,1304051,SRH v RR,SRH,RR,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,M Prasidh Krishna,Prasidh Krishna,4,1,16,2,4.00,16,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/917159.html
2022,1304051,SRH v RR,SRH,RR,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,NM Coulter-Nile,Nathan Coulter-Nile,3,0,48,0,16.00,4,5,3,1,1,False,https://www.espncricinfo.com/ci/content/player/261354.html
2022,1304051,SRH v RR,SRH,RR,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,R Ashwin,Ravichandran Ashwin,4,0,21,0,5.25,8,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/26421.html
2022,1304051,SRH v RR,SRH,RR,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,YS Chahal,Yuzvendra Chahal,4,0,22,3,5.50,8,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/430246.html
2022,1304051,SRH v RR,SRH,RR,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,R Parag,Riyan Parag,1,0,14,0,14.00,0,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1079434.html
2022,1304052,RCB v KKR,RCB,KKR,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,DJ Willey,David Willey,2,0,7,0,3.50,6,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/308251.html
2022,1304052,RCB v KKR,RCB,KKR,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,Mohammed Siraj,Mohammed Siraj,4,0,25,1,6.25,13,4,0,0,0,False,https://www.espncricinfo.com/ci/content/player/940973.html
2022,1304052,RCB v KKR,RCB,KKR,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,Akash Deep,Akash Deep,3.5,0,45,3,11.73,10,5,3,0,1,False,https://www.espncricinfo.com/ci/content/player/1176959.html
2022,1304052,RCB v KKR,RCB,KKR,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,PWH de Silva,Wanindu Hasaranga de Silva,4,0,20,4,5.00,15,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/784379.html
2022,1304052,RCB v KKR,RCB,KKR,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,HV Patel,Harshal Patel,4,2,11,2,2.75,19,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/390481.html
2022,1304052,RCB v KKR,RCB,KKR,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,Shahbaz Ahmed,Shahbaz Ahmed,1,0,16,0,16.00,2,0,2,1,0,False,https://www.espncricinfo.com/ci/content/player/1159711.html
2022,1304052,RCB v KKR,RCB,KKR,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,UT Yadav,Umesh Yadav,4,0,16,2,4.00,14,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/376116.html
2022,1304052,RCB v KKR,RCB,KKR,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,TG Southee,Tim Southee,4,0,20,3,5.00,16,2,0,2,0,False,https://www.espncricinfo.com/ci/content/player/232364.html
2022,1304052,RCB v KKR,RCB,KKR,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,AD Russell,Andre Russell,2.2,0,36,0,15.42,6,2,3,1,1,False,https://www.espncricinfo.com/ci/content/player/276298.html
2022,1304052,RCB v KKR,RCB,KKR,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,SP Narine,Sunil Narine,4,0,12,1,3.00,13,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/230558.html
2022,1304052,RCB v KKR,RCB,KKR,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,CV Varun,Varun Chakravarthy,4,0,33,1,8.25,11,3,2,1,0,False,https://www.espncricinfo.com/ci/content/player/1108375.html
2022,1304052,RCB v KKR,RCB,KKR,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,VR Iyer,Venkatesh Iyer,1,0,10,0,10.00,2,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/851403.html
2022,1304053,LSG v CSK,LSG,CSK,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,1,Avesh Khan,Avesh Khan,4,0,38,2,9.50,12,5,2,0,0,False,https://www.espncricinfo.com/ci/content/player/694211.html
2022,1304053,LSG v CSK,LSG,CSK,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,1,PVD Chameera,Dushmantha Chameera,4,0,49,0,12.25,6,6,2,1,0,False,https://www.espncricinfo.com/ci/content/player/552152.html
2022,1304053,LSG v CSK,LSG,CSK,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,1,AJ Tye,Andrew Tye,4,0,40,2,10.00,10,6,1,1,0,False,https://www.espncricinfo.com/ci/content/player/459508.html
2022,1304053,LSG v CSK,LSG,CSK,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,1,KH Pandya,Krunal Pandya,3,0,36,0,12.00,3,3,2,1,0,False,https://www.espncricinfo.com/ci/content/player/471342.html
2022,1304053,LSG v CSK,LSG,CSK,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,1,Ravi Bishnoi,Ravi Bishnoi,4,0,24,2,6.00,11,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1175441.html
2022,1304053,LSG v CSK,LSG,CSK,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,1,DJ Hooda,Deepak Hooda,1,0,12,0,12.00,2,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/497121.html
2022,1304053,LSG v CSK,LSG,CSK,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,2,Mukesh Choudhary,Mukesh Choudhary,3.3,0,39,0,11.14,8,4,2,3,0,False,https://www.espncricinfo.com/ci/content/player/1125688.html
2022,1304053,LSG v CSK,LSG,CSK,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,2,TU Deshpande,Tushar Deshpande,4,0,40,1,10.00,9,6,1,1,0,False,https://www.espncricinfo.com/ci/content/player/822553.html
2022,1304053,LSG v CSK,LSG,CSK,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,2,DJ Bravo,Dwayne Bravo,4,0,35,1,8.75,6,2,1,3,0,False,https://www.espncricinfo.com/ci/content/player/51439.html
2022,1304053,LSG v CSK,LSG,CSK,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,2,RA Jadeja,Ravindra Jadeja,2,0,21,0,10.50,3,2,1,0,0,True,https://www.espncricinfo.com/ci/content/player/234675.html
2022,1304053,LSG v CSK,LSG,CSK,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,2,MM Ali,Moeen Ali,1,0,14,0,14.00,1,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/8917.html
2022,1304053,LSG v CSK,LSG,CSK,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,2,D Pretorius,Dwaine Pretorius,4,0,31,2,7.75,9,1,1,3,0,False,https://www.espncricinfo.com/ci/content/player/327830.html
2022,1304053,LSG v CSK,LSG,CSK,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,2,S Dube,Shivam Dube,1,0,25,0,25.00,0,2,2,2,0,False,https://www.espncricinfo.com/ci/content/player/714451.html
2022,1304054,KKR v PBKS,KKR,PBKS,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,UT Yadav,Umesh Yadav,4,1,23,4,5.75,13,2,1,0,1,False,https://www.espncricinfo.com/ci/content/player/376116.html
2022,1304054,KKR v PBKS,KKR,PBKS,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,TG Southee,Tim Southee,4,0,36,2,9.00,14,5,2,0,1,False,https://www.espncricinfo.com/ci/content/player/232364.html
2022,1304054,KKR v PBKS,KKR,PBKS,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,Shivam Mavi,Shivam Mavi,2,0,39,1,19.50,4,3,4,2,0,False,https://www.espncricinfo.com/ci/content/player/1079848.html
2022,1304054,KKR v PBKS,KKR,PBKS,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,CV Varun,Varun Chakravarthy,4,0,14,0,3.50,14,0,0,2,0,False,https://www.espncricinfo.com/ci/content/player/1108375.html
2022,1304054,KKR v PBKS,KKR,PBKS,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,SP Narine,Sunil Narine,4,0,23,1,5.75,13,1,1,2,0,False,https://www.espncricinfo.com/ci/content/player/230558.html
2022,1304054,KKR v PBKS,KKR,PBKS,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,AD Russell,Andre Russell,0.2,0,0,1,0.00,2,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/276298.html
2022,1304054,KKR v PBKS,KKR,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,Arshdeep Singh,Arshdeep Singh,3,0,32,0,10.66,9,5,1,0,1,False,https://www.espncricinfo.com/ci/content/player/1125976.html
2022,1304054,KKR v PBKS,KKR,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,K Rabada,Kagiso Rabada,3,0,23,1,7.66,8,3,0,1,0,False,https://www.espncricinfo.com/ci/content/player/550215.html
2022,1304054,KKR v PBKS,KKR,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,OF Smith,Odean Smith,2,0,39,1,19.50,4,3,4,0,1,False,https://www.espncricinfo.com/ci/content/player/820691.html
2022,1304054,KKR v PBKS,KKR,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,RD Chahar,Rahul Chahar,4,1,13,2,3.25,13,0,0,1,0,False,https://www.espncricinfo.com/ci/content/player/1064812.html
2022,1304054,KKR v PBKS,KKR,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,Harpreet Brar,Harpreet Brar,2,0,20,0,10.00,4,0,2,1,0,False,https://www.espncricinfo.com/ci/content/player/1168641.html
2022,1304054,KKR v PBKS,KKR,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,LS Livingstone,Liam Livingstone,0.3,0,13,0,26.00,0,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/403902.html
2022,1304055,MI v RR,MI,RR,MI,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,JJ Bumrah,Jasprit Bumrah,4,0,17,3,4.25,16,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/625383.html
2022,1304055,MI v RR,MI,RR,MI,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,DR Sams,Daniel Sams,4,0,32,0,8.00,10,2,2,2,0,False,https://www.espncricinfo.com/ci/content/player/826901.html
2022,1304055,MI v RR,MI,RR,MI,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,Basil Thampi,Basil Thampi,1,0,26,0,26.00,1,2,3,0,0,False,https://www.espncricinfo.com/ci/content/player/732291.html
2022,1304055,MI v RR,MI,RR,MI,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,M Ashwin,Murugan Ashwin,3,0,32,0,10.66,6,2,2,3,0,False,https://www.espncricinfo.com/ci/content/player/528067.html
2022,1304055,MI v RR,MI,RR,MI,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,TS Mills,Tymal Mills,4,0,35,3,8.75,10,3,2,0,0,False,https://www.espncricinfo.com/ci/content/player/459257.html
2022,1304055,MI v RR,MI,RR,MI,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,KA Pollard,Kieron Pollard,4,0,46,1,11.50,5,5,2,1,0,False,https://www.espncricinfo.com/ci/content/player/230559.html
2022,1304055,MI v RR,MI,RR,RR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,TA Boult,Trent Boult,4,0,29,1,7.25,11,3,1,1,0,False,https://www.espncricinfo.com/ci/content/player/277912.html
2022,1304055,MI v RR,MI,RR,RR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,M Prasidh Krishna,Prasidh Krishna,4,0,37,1,9.25,13,4,1,5,1,False,https://www.espncricinfo.com/ci/content/player/917159.html
2022,1304055,MI v RR,MI,RR,RR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,NA Saini,Navdeep Saini,3,0,36,2,12.00,8,4,2,1,1,False,https://www.espncricinfo.com/ci/content/player/700167.html
2022,1304055,MI v RR,MI,RR,RR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,R Ashwin,Ravichandran Ashwin,4,0,30,1,7.50,6,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/26421.html
2022,1304055,MI v RR,MI,RR,RR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,YS Chahal,Yuzvendra Chahal,4,0,26,2,6.50,11,2,1,1,0,False,https://www.espncricinfo.com/ci/content/player/430246.html
2022,1304055,MI v RR,MI,RR,RR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,R Parag,Riyan Parag,1,0,11,0,11.00,1,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1079434.html
2022,1304056,GT v DC,GT,DC,DC,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,Mustafizur Rahman,Mustafizur Rahman,4,0,23,3,5.75,7,1,0,1,0,False,https://www.espncricinfo.com/ci/content/player/330902.html
2022,1304056,GT v DC,GT,DC,DC,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,SN Thakur,Shardul Thakur,4,0,42,0,10.50,6,4,1,2,1,False,https://www.espncricinfo.com/ci/content/player/475281.html
2022,1304056,GT v DC,GT,DC,DC,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,KK Ahmed,Khaleel Ahmed,4,0,34,2,8.50,7,5,0,0,0,False,https://www.espncricinfo.com/ci/content/player/942645.html
2022,1304056,GT v DC,GT,DC,DC,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,AR Patel,Axar Patel,4,0,37,0,9.25,7,1,3,0,0,False,https://www.espncricinfo.com/ci/content/player/554691.html
2022,1304056,GT v DC,GT,DC,DC,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,Kuldeep Yadav,Kuldeep Yadav,4,0,32,1,8.00,10,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/559235.html
2022,1304056,GT v DC,GT,DC,GT,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,Mohammed Shami,Mohammed Shami,4,0,30,2,7.50,10,5,0,0,0,False,https://www.espncricinfo.com/ci/content/player/481896.html
