season,id,name,short_name,description,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,start_date,end_date,venue_id,venue_name,home_captain,away_captain,pom,points,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries,highlights,home_key_batsman,home_key_bowler,home_playx1,away_playx1,away_key_batsman,away_key_bowler,match_days,umpire1,umpire2,tv_umpire,referee,reserve_umpire
2023,1359485,Rajasthan Royals v Delhi Capitals,RR v DC,"11th Match (D/N), Indian Premier League at Guwahati, Apr 8 2023",RR,DC,DC,BOWL FIRST,199/4,142/9,199/4,142/9,RR,Royals won by 57 runs,2023-04-08T10:00Z,2023-04-09T23:59Z,680295,"Barsapara Cricket Stadium, Guwahati",Sanju Samson,David Warner,Yashasvi Jaiswal,"Rajasthan Royals 2, Delhi Capitals 0",False,20,199,4,30,20,142,9,15,"Yashasvi Jaiswal, Jos Buttler and Trent Boult help Royals thump Capitals. David Warner hung around for 65 off 55 but it was hardly enough as Delhi Capitals were consigned to their third straight loss at IPL 2023","Jos Buttler,Yashasvi Jaiswal","Yuzvendra Chahal,Trent Boult","Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Sanju Samson (WK),Riyan Parag (UKN),Shimron Hetmyer (UKN),Dhruv Jurel (UKN),Jason Holder (AR),Ravichandran Ashwin (AR),Yuzvendra Chahal (BL),Trent Boult (BL),Sandeep Sharma (BL),Murugan Ashwin (BL)","Prithvi Shaw (UKN),David Warner (UKN),Manish Pandey (UKN),Rilee Rossouw (UKN),Lalit Yadav (AR),Axar Patel (AR),Rovman Powell (UKN),Abishek Porel (WK),Kuldeep Yadav (BL),Anrich Nortje (BL),Mukesh Kumar (BL),Khaleel Ahmed (BL)","David Warner,Lalit Yadav","Mukesh Kumar,Rovman Powell",08 April 2023 - day/night match (20-over match),Navdeep Singh,Saidharshan Kumar,KN Ananthapadmanabhan,Narayanan Kutty,Abhijit Bhattacharya
2023,1359486,Mumbai Indians v Chennai Super Kings,MI v CSK,"12th Match (N), Indian Premier League at Mumbai, Apr 8 2023",MI,CSK,CSK,BOWL FIRST,157/8,159/3,157/8,159/3,CSK,Super Kings won by 7 wkts (11b rem),2023-04-08T14:00Z,2023-04-09T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,MS Dhoni,Ravindra Jadeja,"Chennai Super Kings 2, Mumbai Indians 0",False,20,157,8,19,18.1,159,3,19,"Jadeja, Santner and Rahane hand Mumbai a drubbing. Super Kings restricted the hosts to 157 before Rahane tonked a 27-ball 61 on his franchise debut","Ishan Kishan,Tim David","Kumar Kartikeya,Jason Behrendorff","Rohit Sharma (UKN),Ishan Kishan (WK),Cameron Green (AR),Suryakumar Yadav (UKN),Tilak Varma (AR),Arshad Khan (BL),Tim David (UKN),Tristan Stubbs (UKN),Hrithik Shokeen (BL),Piyush Chawla (AR),Jason Behrendorff (BL),Kumar Kartikeya (BL)","Devon Conway (UKN),Ruturaj Gaikwad (UKN),Ajinkya Rahane (UKN),Shivam Dube (AR),Ambati Rayudu (UKN),Ravindra Jadeja (AR),MS Dhoni (WK),Dwaine Pretorius (AR),Mitchell Santner (AR),Sisanda Magala (BL),Tushar Deshpande (BL),Deepak Chahar (BL)","Ajinkya Rahane,Ruturaj Gaikwad","Ravindra Jadeja,Mitchell Santner",08 April 2023 - night match (20-over match),Chris Gaffaney,Nikhil Patwardhan,Anil Chaudhary,Daniel Manohar,Madanagopal Kuppuraj
2023,1359487,Gujarat Titans v Kolkata Knight Riders,GT v KKR,"13th Match (D/N), Indian Premier League at Ahmedabad, Apr 9 2023",GT,KKR,GT,BAT FIRST,204/4,207/7,204/4,207/7,KKR,KKR won by 3 wkts (0b rem),2023-04-09T10:00Z,2023-04-10T23:59Z,57851,"Narendra Modi Stadium, Motera, Ahmedabad",Rashid Khan,Nitish Rana,Rinku Singh,"Kolkata Knight Riders 2, Gujarat Titans 0",False,20,204,4,25,20,207,7,30,"Rinku Singh goes 6, 6, 6, 6, 6 off last five balls to script miracle win for Knight Riders. The last over started with 29 needed. Then it was 28 from five balls. Then followed carnage, and an unlikely Knight Riders win","Vijay Shankar,Sai Sudharsan","Rashid Khan,Alzarri Joseph","Wriddhiman Saha (WK),Shubman Gill (UKN),Sai Sudharsan (UKN),Abhinav Manohar (AR),Vijay Shankar (AR),David Miller (UKN),Rahul Tewatia (AR),Rashid Khan (AR),Alzarri Joseph (BL),Mohammed Shami (BL),Yash Dayal (BL),Josh Little (BL)","Rahmanullah Gurbaz (WK),Narayan Jagadeesan (UKN),Venkatesh Iyer (AR),Nitish Rana (UKN),Rinku Singh (UKN),Andre Russell (AR),Sunil Narine (AR),Shardul Thakur (BL),Umesh Yadav (BL),Lockie Ferguson (BL),Varun Chakravarthy (BL),Suyash Sharma (BL)","Venkatesh Iyer,Rinku Singh","Sunil Narine,Suyash Sharma",09 April 2023 - day/night match (20-over match),Nitin Menon,Tapan Sharma,Saiyed Khalid,Javagal Srinath,Abhijit Bengeri
2023,1359488,Sunrisers Hyderabad v Punjab Kings,SRH v PBKS,"14th Match (N), Indian Premier League at Hyderabad, Apr 9 2023",SRH,PBKS,SRH,BOWL FIRST,143/9,145/2,145/2,143/9,SRH,Sunrisers won by 8 wkts (17b rem),2023-04-09T14:00Z,2023-04-10T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Aiden Markram,Shikhar Dhawan,Shikhar Dhawan,"Sunrisers Hyderabad 2, Punjab Kings 0",False,17.1,145,2,25,20,143,9,23,Tripathi and Markande put Sunrisers on the board in IPL 2023. Dhawan made 99 but his team couldn't give him any support until the No. 11 came out and took an extremely minimal part in a fifty-run partnership,"Rahul Tripathi,Aiden Markram","Mayank Markande,Marco Jansen","Harry Brook (UKN),Mayank Agarwal (UKN),Rahul Tripathi (UKN),Aiden Markram (UKN),Heinrich Klaasen (WK),Washington Sundar (AR),Marco Jansen (AR),Mayank Markande (BL),Bhuvneshwar Kumar (BL),Umran Malik (BL),T Natarajan (BL)","Prabhsimran Singh (UKN),Shikhar Dhawan (UKN),Matthew Short (UKN),Jitesh Sharma (WK),Sam Curran (AR),Sikandar Raza (AR),M Shahrukh Khan (UKN),Harpreet Brar (BL),Rahul Chahar (BL),Nathan Ellis (BL),Mohit Rathee (AR),Arshdeep Singh (BL)","Shikhar Dhawan,Sam Curran","Arshdeep Singh,Rahul Chahar",09 April 2023 - night match (20-over match),Ulhas Gandhe,Bruce Oxenford,Jayaraman Madanagopal,Manu Nayyar,Pranav Joshi
2023,1359489,Royal Challengers Bangalore v Lucknow Super Giants,RCB v LSG,"15th Match (N), Indian Premier League at Bengaluru, Apr 10 2023",RCB,LSG,LSG,BOWL FIRST,212/2,213/9,212/2,213/9,LSG,Super Giants won by 1 wkt (0b rem),2023-04-10T14:00Z,2023-04-11T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Faf du Plessis,KL Rahul,Nicholas Pooran,"Lucknow Super Giants 2, Royal Challengers Bangalore 0",False,20,212,2,27,20,213,9,29,"Lucknow Super Giants pull off thrilling win after Pooran, Stoinis blitz and dramatic finish. Lucknow Super Giants turned it around in the final few overs as they registered the highest chase of the IPL this season","Faf du Plessis,Virat Kohli","Mohammed Siraj,Wayne Parnell","Virat Kohli (UKN),Faf du Plessis (UKN),Glenn Maxwell (AR),Dinesh Karthik (WK),Mahipal Lomror (AR),Shahbaz Ahmed (AR),David Willey (AR),Wayne Parnell (BL),Harshal Patel (BL),Mohammed Siraj (BL),Karn Sharma (BL),Anuj Rawat (UKN)","Kyle Mayers (AR),KL Rahul (UKN),Deepak Hooda (AR),Krunal Pandya (AR),Marcus Stoinis (AR),Nicholas Pooran (WK),Ayush Badoni (UKN),Jaydev Unadkat (BL),Mark Wood (BL),Ravi Bishnoi (BL),Avesh Khan (BL),Amit Mishra (BL)","Marcus Stoinis,Nicholas Pooran","Mark Wood,Amit Mishra",10 April 2023 - night match (20-over match),Anil Chaudhary,Nand Kishore,Chris Gaffaney,Daniel Manohar,Madanagopal Kuppuraj
2023,1359490,Delhi Capitals v Mumbai Indians,DC v MI,"16th Match (N), Indian Premier League at Delhi, Apr 11 2023",DC,MI,MI,BOWL FIRST,172,173/4,172,173/4,MI,Mumbai won by 6 wkts (0b rem),2023-04-11T14:00Z,2023-04-12T23:59Z,58040,"Arun Jaitley Stadium, Delhi",David Warner,Rohit Sharma,Rohit Sharma,"Mumbai Indians 2, Delhi Capitals 0",False,19.4,172,10,25,20,173,4,24,"Chawla, Rohit star as Mumbai earn first points in last-ball thriller. Delhi remained winless after four games despite a brilliant final over from Anrich Nortje","Axar Patel,David Warner","Mukesh Kumar,Mustafizur Rahman","David Warner (UKN),Prithvi Shaw (UKN),Manish Pandey (UKN),Yash Dhull (UKN),Rovman Powell (UKN),Lalit Yadav (AR),Axar Patel (AR),Abishek Porel (WK),Kuldeep Yadav (BL),Anrich Nortje (BL),Mustafizur Rahman (BL),Mukesh Kumar (BL)","Rohit Sharma (UKN),Ishan Kishan (WK),Tilak Varma (AR),Suryakumar Yadav (UKN),Tim David (UKN),Cameron Green (AR),Nehal Wadhera (UKN),Hrithik Shokeen (BL),Arshad Khan (BL),Jason Behrendorff (BL),Piyush Chawla (AR),Riley Meredith (BL)","Rohit Sharma,Tilak Varma","Piyush Chawla,Jason Behrendorff",11 April 2023 - night match (20-over match),Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Narayanan Kutty,Abhijit Bhattacharya
2023,1359491,Chennai Super Kings v Rajasthan Royals,CSK v RR,"17th Match (N), Indian Premier League at Chennai, Apr 12 2023",CSK,RR,CSK,BOWL FIRST,175/8,172/6,172/6,175/8,RR,Royals won by 3 runs,2023-04-12T14:00Z,2023-04-13T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Sanju Samson,Ravichandran Ashwin,"Rajasthan Royals 2, Chennai Super Kings 0",False,20,172,6,18,20,175,8,18,Royals hold off Dhoni and Jadeja in grandstand finish. Sandeep Sharma's last-ball yorker made Royals the first team to defend a sub-190 total this season,"Devon Conway,MS Dhoni","Ravindra Jadeja,Tushar Deshpande","Ruturaj Gaikwad (UKN),Devon Conway (UKN),Ajinkya Rahane (UKN),Shivam Dube (AR),Moeen Ali (AR),Ambati Rayudu (UKN),Ravindra Jadeja (AR),MS Dhoni (WK),Tushar Deshpande (BL),Maheesh Theekshana (BL),Akash Singh (BL),Sisanda Magala (BL)","Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Devdutt Padikkal (UKN),Sanju Samson (WK),Ravichandran Ashwin (AR),Shimron Hetmyer (UKN),Dhruv Jurel (UKN),Jason Holder (AR),Adam Zampa (BL),Kuldeep Sen (BL),Sandeep Sharma (BL),Yuzvendra Chahal (BL)","Jos Buttler,Devdutt Padikkal","Ravichandran Ashwin,Yuzvendra Chahal",12 April 2023 - night match (20-over match),Virender Sharma,Vinod Seshan,Nitin Menon,Javagal Srinath,Abhijit Bengeri
2023,1359492,Punjab Kings v Gujarat Titans,PBKS v GT,"18th Match (N), Indian Premier League at Chandigarh, Apr 13 2023",PBKS,GT,GT,BOWL FIRST,153/8,154/4,153/8,154/4,GT,Titans won by 6 wkts (1b rem),2023-04-13T14:00Z,2023-04-14T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Shikhar Dhawan,Hardik Pandya,Mohit Sharma,"Gujarat Titans 2, Punjab Kings 0",False,20,153,8,21,19.5,154,4,18,Gill and Tewatia show their class as Titans return to winning ways. Kings struggled with the bat and leaked too many runs too early with the ball in a modest chase,"Matthew Short,Jitesh Sharma","Harpreet Brar,Sam Curran","Prabhsimran Singh (UKN),Shikhar Dhawan (UKN),Matthew Short (UKN),Bhanuka Rajapaksa (UKN),Jitesh Sharma (WK),Sam Curran (AR),M Shahrukh Khan (UKN),Harpreet Brar (BL),Rishi Dhawan (AR),Kagiso Rabada (BL),Arshdeep Singh (BL),Rahul Chahar (BL)","Wriddhiman Saha (WK),Shubman Gill (UKN),Sai Sudharsan (UKN),Hardik Pandya (AR),David Miller (UKN),Rahul Tewatia (AR),Rashid Khan (AR),Alzarri Joseph (BL),Mohammed Shami (BL),Mohit Sharma (BL),Josh Little (BL)","Shubman Gill,Wriddhiman Saha","Mohit Sharma,Rashid Khan",13 April 2023 - night match (20-over match),Jayaraman Madanagopal,Akshay Totre,Bruce Oxenford,Rajiv Seth,Pranav Joshi
2023,1359493,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,"19th Match (N), Indian Premier League at Kolkata, Apr 14 2023",KKR,SRH,KKR,BOWL FIRST,228/4,205/7,205/7,228/4,SRH,Sunrisers won by 23 runs,2023-04-14T14:00Z,2023-04-15T23:59Z,57980,"Eden Gardens, Kolkata",Nitish Rana,Aiden Markram,Harry Brook,"Sunrisers Hyderabad 2, Kolkata Knight Riders 0",False,20,205,7,29,20,228,4,32,"Brook's unbeaten century gives Sunrisers enough to trump Knight Riders. Nitish Rana and Rinku Singh gave KKR a chance after SRH put up the biggest total of the season so far, but they fell well short in the end","Nitish Rana,Rinku Singh","Andre Russell,Varun Chakravarthy","Rahmanullah Gurbaz (WK),Narayan Jagadeesan (UKN),Venkatesh Iyer (AR),Sunil Narine (AR),Nitish Rana (UKN),Andre Russell (AR),Rinku Singh (UKN),Shardul Thakur (BL),Umesh Yadav (BL),Lockie Ferguson (BL),Varun Chakravarthy (BL),Suyash Sharma (BL)","Harry Brook (UKN),Mayank Agarwal (UKN),Rahul Tripathi (UKN),Aiden Markram (UKN),Abhishek Sharma (AR),Heinrich Klaasen (WK),Marco Jansen (AR),Mayank Markande (BL),Bhuvneshwar Kumar (BL),Umran Malik (BL),T Natarajan (BL),Washington Sundar (AR)","Harry Brook,Aiden Markram","Mayank Markande,Marco Jansen",14 April 2023 - night match (20-over match),Chris Gaffaney,Sadashiv Iyer,Nikhil Patwardhan,Daniel Manohar,Madanagopal Kuppuraj
2023,1359494,Royal Challengers Bangalore v Delhi Capitals,RCB v DC,"20th Match (D/N), Indian Premier League at Bengaluru, Apr 15 2023",RCB,DC,DC,BOWL FIRST,174/6,151/9,174/6,151/9,RCB,RCB won by 23 runs,2023-04-15T10:00Z,2023-04-16T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Faf du Plessis,David Warner,Virat Kohli,"Royal Challengers Bangalore 2, Delhi Capitals 0",False,20,174,6,21,20,151,9,20,"RCB send Delhi Capitals crashing to their fifth straight defeat. Their bowlers, led by quicks Siraj and Vysakh, the debutant, put on a special show to put RCB on top after their had put up a modest-looking 174","Virat Kohli,Mahipal Lomror","Vijaykumar Vyshak,Mohammed Siraj","Virat Kohli (UKN),Faf du Plessis (UKN),Mahipal Lomror (AR),Glenn Maxwell (AR),Harshal Patel (BL),Shahbaz Ahmed (AR),Dinesh Karthik (WK),Anuj Rawat (UKN),Wanindu Hasaranga (AR),Wayne Parnell (BL),Mohammed Siraj (BL),Vijaykumar Vyshak (BL)","David Warner (UKN),Prithvi Shaw (UKN),Mitchell Marsh (AR),Yash Dhull (UKN),Manish Pandey (UKN),Abishek Porel (WK),Axar Patel (AR),Aman Hakim Khan (AR),Lalit Yadav (AR),Anrich Nortje (BL),Kuldeep Yadav (BL),Mustafizur Rahman (BL)","Manish Pandey,Anrich Nortje","Kuldeep Yadav,Mitchell Marsh",15 April 2023 - day/night match (20-over match),KN Ananthapadmanabhan,Saidharshan Kumar,Michael Gough,Amit Sharma,Abhijit Bhattacharya
2023,1359495,Lucknow Super Giants v Punjab Kings,LSG v PBKS,"21st Match (N), Indian Premier League at Lucknow, Apr 15 2023",LSG,PBKS,KXIP,BOWL FIRST,159/8,161/8,159/8,161/8,PBKS,Punjab Kings won by 2 wkts (3b rem),2023-04-15T14:00Z,2023-04-16T23:59Z,1070094,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KL Rahul,Sam Curran,Sikandar Raza,"Punjab Kings 2, Lucknow Super Giants 0",False,20,159,8,17,19.3,161,8,22,"Raza and Shahrukh deliver for Punjab Kings in Shikhar Dhawan's absence. Punjab Kings rise to No. 4 in the points table, as Lucknow Super Giants suffer their first defeat at home this season","KL Rahul,Kyle Mayers","Yudhvir Singh,Ravi Bishnoi","KL Rahul (UKN),Kyle Mayers (AR),Deepak Hooda (AR),Krunal Pandya (AR),Nicholas Pooran (WK),Marcus Stoinis (AR),Ayush Badoni (UKN),Krishnappa Gowtham (AR),Yudhvir Singh (BL),Ravi Bishnoi (BL),Avesh Khan (BL),Mark Wood (BL)","Atharva Taide (AR),Prabhsimran Singh (UKN),Matthew Short (UKN),Harpreet Singh (UKN),Sikandar Raza (AR),Sam Curran (AR),Jitesh Sharma (WK),M Shahrukh Khan (UKN),Harpreet Brar (BL),Kagiso Rabada (BL),Arshdeep Singh (BL),Rahul Chahar (BL)","Sikandar Raza,Matthew Short","Sam Curran,Kagiso Rabada",15 April 2023 - night match (20-over match),Saiyed Khalid,Virender Sharma,Tapan Sharma,Shakti Singh,Abhijit Bengeri
,1359496,Mumbai Indians v Kolkata Knight Riders,MI v KKR,"22nd Match (D/N), Indian Premier League at Mumbai, Apr 16 2023",KKR,MI,,,,,185/6,"186/5 (17.4/20 ov, target 186)",MI,Mumbai won by 5 wkts (14b rem),2023-04-16T10:00Z,2023-04-17T23:59Z,58324,"Wankhede Stadium, Mumbai",,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1359497,Gujarat Titans v Rajasthan Royals,GT v RR,"23rd Match (N), Indian Premier League at Ahmedabad, Apr 16 2023",GT,RR,RR,BOWL FIRST,177/7,179/7,177/7,179/7,RR,Royals won by 3 wkts (4b rem),2023-04-16T14:00Z,2023-04-17T23:59Z,57851,"Narendra Modi Stadium, Motera, Ahmedabad",Hardik Pandya,Sanju Samson,Shimron Hetmyer,"Rajasthan Royals 2, Gujarat Titans 0",False,20,177,7,20,19.2,179,7,25,"Hetmyer counter-attacks to take Royals clear at No. 1. For long periods of the chase Titans held a tight leash, but then they ran into Samson and Hetmyer","David Miller,Shubman Gill","Mohammed Shami,Rashid Khan","Wriddhiman Saha (WK),Shubman Gill (UKN),Sai Sudharsan (UKN),Hardik Pandya (AR),David Miller (UKN),Abhinav Manohar (AR),Rahul Tewatia (AR),Rashid Khan (AR),Alzarri Joseph (BL),Mohammed Shami (BL),Mohit Sharma (BL),Noor Ahmad (BL)","Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Devdutt Padikkal (UKN),Sanju Samson (WK),Riyan Parag (UKN),Shimron Hetmyer (UKN),Dhruv Jurel (UKN),Ravichandran Ashwin (AR),Trent Boult (BL),Sandeep Sharma (BL),Adam Zampa (BL),Yuzvendra Chahal (BL)","Sanju Samson,Shimron Hetmyer","Sandeep Sharma,Adam Zampa",16 April 2023 - night match (20-over match),Anil Chaudhary,Chris Gaffaney,Nand Kishore,Prakash Bhatt,Madanagopal Kuppuraj
2023,1359498,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,"24th Match (N), Indian Premier League at Bengaluru, Apr 17 2023",RCB,CSK,RCB,BOWL FIRST,226/6,218/8,218/8,226/6,CSK,Super Kings won by 8 runs,2023-04-17T14:00Z,2023-04-18T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Faf du Plessis,MS Dhoni,Devon Conway,"Chennai Super Kings 2, Royal Challengers Bangalore 0",False,20,218,8,28,20,226,6,29,"Chennai Super Kings win run-fest despite Maxwell, du Plessis fireworks. Conway and Dube made merry as well as a record-equalling 33 sixes were hit at the Chinnaswamy","Glenn Maxwell,Faf du Plessis","Wanindu Hasaranga,Glenn Maxwell","Virat Kohli (UKN),Faf du Plessis (UKN),Mahipal Lomror (AR),Glenn Maxwell (AR),Shahbaz Ahmed (AR),Dinesh Karthik (WK),Suyash Prabhudessai (AR),Wayne Parnell (BL),Wanindu Hasaranga (AR),Harshal Patel (BL),Vijaykumar Vyshak (BL),Mohammed Siraj (BL)","Ruturaj Gaikwad (UKN),Devon Conway (UKN),Ajinkya Rahane (UKN),Shivam Dube (AR),Ambati Rayudu (UKN),Moeen Ali (AR),Ravindra Jadeja (AR),MS Dhoni (WK),Tushar Deshpande (BL),Maheesh Theekshana (BL),Matheesha Pathirana (BL),Akash Singh (BL)","Devon Conway,Shivam Dube","Tushar Deshpande,Matheesha Pathirana",17 April 2023 - night match (20-over match),KN Ananthapadmanabhan,Navdeep Singh,Michael Gough,Amit Sharma,Abhijit Bhattacharya
2023,1359499,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,"25th Match (N), Indian Premier League at Hyderabad, Apr 18 2023",SRH,MI,SRH,BOWL FIRST,192/5,178,178,192/5,MI,Mumbai won by 14 runs,2023-04-18T14:00Z,2023-04-19T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Aiden Markram,Rohit Sharma,Cameron Green,"Mumbai Indians 2, Sunrisers Hyderabad 0",False,19.5,178,10,22,20,192,5,28,"Green, Tilak Varma, Chawla fire Mumbai Indians to third win in a row. The result took Mumbai up two spots to No. 6 on the points table, while Sunrisers Hyderabad are still one place off the bottom","Mayank Agarwal,Heinrich Klaasen","Marco Jansen,Bhuvneshwar Kumar","Harry Brook (UKN),Mayank Agarwal (UKN),Rahul Tripathi (UKN),Aiden Markram (UKN),Abhishek Sharma (AR),Heinrich Klaasen (WK),Abdul Samad (UKN),Marco Jansen (AR),Washington Sundar (AR),Bhuvneshwar Kumar (BL),Mayank Markande (BL),T Natarajan (BL)","Rohit Sharma (UKN),Ishan Kishan (WK),Cameron Green (AR),Suryakumar Yadav (UKN),Tilak Varma (AR),Tim David (UKN),Nehal Wadhera (UKN),Arjun Tendulkar (BL),Hrithik Shokeen (BL),Piyush Chawla (AR),Jason Behrendorff (BL),Riley Meredith (BL)","Cameron Green,Ishan Kishan","Riley Meredith,Jason Behrendorff",18 April 2023 - night match (20-over match),Nitin Menon,Vinod Seshan,Virender Sharma,Shakti Singh,Abhijit Bengeri
2023,1359500,Rajasthan Royals v Lucknow Super Giants,RR v LSG,"26th Match (N), Indian Premier League at Jaipur, Apr 19 2023",RR,LSG,RR,BOWL FIRST,154/7,144/6,144/6,154/7,LSG,Super Giants won by 10 runs,2023-04-19T14:00Z,2023-04-20T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Sanju Samson,KL Rahul,Marcus Stoinis,"Lucknow Super Giants 2, Rajasthan Royals 0",False,20,144,6,17,20,154,7,18,"Avesh, Stoinis help LSG pull off season's lowest defence. Hardly anyone got going for Rajasthan Royals after the openers Buttler and Jaiswal","Yashasvi Jaiswal,Jos Buttler","Ravichandran Ashwin,Trent Boult","Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Sanju Samson (WK),Devdutt Padikkal (UKN),Shimron Hetmyer (UKN),Riyan Parag (UKN),Dhruv Jurel (UKN),Ravichandran Ashwin (AR),Jason Holder (AR),Trent Boult (BL),Sandeep Sharma (BL),Yuzvendra Chahal (BL)","KL Rahul (UKN),Kyle Mayers (AR),Ayush Badoni (UKN),Deepak Hooda (AR),Marcus Stoinis (AR),Nicholas Pooran (WK),Krunal Pandya (AR),Yudhvir Singh (BL),Naveen-ul-Haq (BL),Ravi Bishnoi (BL),Avesh Khan (BL),Amit Mishra (BL)","Kyle Mayers,KL Rahul","Avesh Khan,Marcus Stoinis",19 April 2023 - night match (20-over match),Yeshwant Barde,Jayaraman Madanagopal,Bruce Oxenford,Rajiv Seth,Pranav Joshi
2023,1359501,Punjab Kings v Royal Challengers Bangalore,PBKS v RCB,"27th Match (D/N), Indian Premier League at Chandigarh, Apr 20 2023",PBKS,RCB,KXIP,BOWL FIRST,174/4,150,150,174/4,RCB,RCB won by 24 runs,2023-04-20T10:00Z,2023-04-21T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Sam Curran,Virat Kohli,Mohammed Siraj,"Royal Challengers Bangalore 2, Punjab Kings 0",False,18.2,150,10,19,20,174,4,18,Du Plessis and Siraj work their magic in Royal Challengers Bangalore victory. Punjab Kings fell well short of a target of 174 on a pitch which was hard to bat on,"Prabhsimran Singh,Jitesh Sharma","Harpreet Brar,Arshdeep Singh","Atharva Taide (AR),Prabhsimran Singh (UKN),Matthew Short (UKN),Liam Livingstone (AR),Harpreet Singh (UKN),Sam Curran (AR),Jitesh Sharma (WK),M Shahrukh Khan (UKN),Harpreet Brar (BL),Nathan Ellis (BL),Arshdeep Singh (BL),Rahul Chahar (BL)","Virat Kohli (UKN),Faf du Plessis (UKN),Glenn Maxwell (AR),Dinesh Karthik (WK),Mahipal Lomror (AR),Shahbaz Ahmed (AR),Suyash Prabhudessai (AR),Wanindu Hasaranga (AR),Harshal Patel (BL),Wayne Parnell (BL),Mohammed Siraj (BL),Vijaykumar Vyshak (BL)","Faf du Plessis,Virat Kohli","Mohammed Siraj,Wanindu Hasaranga",20 April 2023 - day/night match (20-over match),Anil Chaudhary,Sadashiv Iyer,Chris Gaffaney,Prakash Bhatt,Madanagopal Kuppuraj
2023,1359502,Delhi Capitals v Kolkata Knight Riders,DC v KKR,"28th Match (N), Indian Premier League at Delhi, Apr 20 2023",DC,KKR,DC,BOWL FIRST,127,128/6,128/6,127,DC,Capitals won by 4 wkts (4b rem),2023-04-20T14:00Z,2023-04-21T23:59Z,58040,"Arun Jaitley Stadium, Delhi",David Warner,Nitish Rana,Ishant Sharma,"Delhi Capitals 2, Kolkata Knight Riders 0",False,19.2,128,6,17,20,127,10,16,"Bowlers, Warner end Capitals' losing streak. KKR's spinners made life difficult in a chase of 128, but the home team prevailed in the end","David Warner,Manish Pandey","Axar Patel,Kuldeep Yadav","David Warner (UKN),Prithvi Shaw (UKN),Mitchell Marsh (AR),Phil Salt (WK),Manish Pandey (UKN),Axar Patel (AR),Aman Hakim Khan (AR),Lalit Yadav (AR),Mukesh Kumar (BL),Kuldeep Yadav (BL),Anrich Nortje (BL),Ishant Sharma (BL)","Jason Roy (UKN),Litton Das (WK),Venkatesh Iyer (AR),Nitish Rana (UKN),Mandeep Singh (AR),Rinku Singh (UKN),Sunil Narine (AR),Andre Russell (AR),Anukul Roy (AR),Umesh Yadav (BL),Varun Chakravarthy (BL),Kulwant Khejroliya (BL)","Jason Roy,Andre Russell","Varun Chakravarthy,Nitish Rana",20 April 2023 - night match (20-over match),Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Amit Sharma,Abhijit Bhattacharya
