season,match_id,match_name,home_team,away_team,venue,city,country,current_innings,innings_id,name,fullName,runs,ballsFaced,minutes,fours,sixes,strikeRate,captain,isNotOut,runningScore,runningOver,shortText,commentary,link
2023.0,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,Shubman Gill,Shubman Gill,63,36,-,6,3,175.00,False,False,"{'wickets': 4, 'runs': 138}",14.6,c Gaikwad b Deshpande,this one is an easy catch for eep midwicket. Tries the pull but it goes off the toe end of the bat as he is dragging it from wide outside off. Taken at deep midwicket this time,
2023.0,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,B Sai Sudharsan,Sai Sudharsan,22,17,-,3,0,129.41,False,False,"{'wickets': 2, 'runs': 90}",9.3,c &dagger;Dhoni b Hangargekar,"oh not the best delivery to get a wicket. Short and wide, Sudharsan looks for the cut, but it is too wide for him, and he just toe-ends it to Dhoni",
2023.0,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,HH Pandya,Hardik Pandya,8,11,-,0,0,72.72,True,False,"{'wickets': 3, 'runs': 111}",12.1, b Jadeja,"Jadeja has not given Pandya anything so far. So he goes down to look to sweep. Jadeja keeps doing what he has been doing. Look to hit top of off. Pandya sweeps from around off, misses it completely, and Jadeja hits somewhere near the top of off",
2023.0,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,V Shankar,Vijay Shankar,27,21,-,2,1,128.57,False,False,"{'wickets': 5, 'runs': 156}",17.6,c Santner b Hangargekar,"big wicket. Looks like a slower ball. Shankar is looking to go in the air and down the ground. Gets the right length, right in the slot, but he seems to have bowled a slower ball. Shankar ends up toe-ending it for a catch half way between mid-off and long-off. CSK still alive",
2023.0,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,R Tewatia,Rahul Tewatia,15,14,-,1,1,107.14,False,True,{},,not out,,
2023.0,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,Rashid Khan,Rashid Khan,10,3,-,1,1,333.33,False,True,{},,not out,,
2023.0,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,PBKS,1,Prabhsimran Singh,Prabhsimran Singh,23,12,10,2,2,191.66,False,False,"{'wickets': 1, 'runs': 23}",1.6,c &dagger;Rahmanullah Gurbaz b Southee,"<B>Southee has the last laugh</b> as this good length ball angles down leg and Singh can't help himself but try to flick it fine. This time it gets an edge and Gurbaz moves to his left to gobble it up. Singh's cameo is over, but it has given the Kings a positive start",
2023.0,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,PBKS,1,S Dhawan,Shikhar Dhawan,40,29,75,6,0,137.93,True,False,"{'wickets': 4, 'runs': 143}",14.3, b Varun,<B>through him - and Dhawan's captaincy curse continues where he is yet to get a fifty after being (C).</b>- Good length ball on leg and skidding straight through. Hits Dhawan's pad en route to the stumps. Dhawan goes for 40 with a strike rate of 137,
2023.0,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,PBKS,1,PBB Rajapaksa,Bhanuka Rajapaksa,50,32,47,5,2,156.25,False,False,"{'wickets': 2, 'runs': 109}",10.6,c Singh b Yadav,"<B>going, going, not gone!</b> Rajapaksa fifty and out. Fullish ball ball around leg and Rajapaksa took one step down the track before trying to tonk it over long on. The connection is decent but not good enough to clear long on. Rinku gets under it and takes a regulation catch a few metres inside the crease. But he's done his job",
2023.0,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,PBKS,1,JM Sharma,Jitesh Sharma,21,11,13,1,2,190.90,False,False,"{'wickets': 3, 'runs': 135}",13.3,c Yadav b Southee,"<B>too much experience in Southee</b> and he produces another good ball after being hit for a six. Slower ball just outside off stump. Jitesh loses his shape while trying to slog it over the leg side, but this sliced shot produces a simple catch for Umesh at short third",
2023.0,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,PBKS,1,Sikandar Raza,Sikandar Raza,16,13,22,1,1,123.07,False,False,"{'wickets': 5, 'runs': 168}",17.5,c Rana b Narine,<B>simple for Rana</b> running square from point. Narine with a bit more air on off. Raza backs away and tries to go inside out. Ends up slicing it high for an easy dismissal. KKR quietly pulling things back at the death,
2023.0,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,PBKS,1,SM Curran,Sam Curran,26,17,27,0,2,152.94,False,True,{},,not out,,
2023.0,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,PBKS,1,M Shahrukh Khan,M Shahrukh Khan,11,7,11,2,0,157.14,False,True,{},,not out,,
2023.0,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,Mandeep Singh,Mandeep Singh,2,4,7,0,0,50.00,False,False,"{'wickets': 1, 'runs': 13}",1.1,c Curran b Arshdeep Singh,"<strong>Arshdeep strikes first ball!</strong> He is celebrating with his arms wide, and with half a sprint down long leg. Good pace and bounce from him though. H pitched it about middle and off, as the ball angled across, and rose rather sharply on off stump. Mandeep pulled, but the extra bounce got him. Straight into deep square leg's hands",
2023.0,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,Rahmanullah Gurbaz,Rahmanullah Gurbaz,22,16,26,3,1,137.50,False,False,"{'wickets': 3, 'runs': 29}",4.2, b Ellis,"<strong>Ellis pings off stump!</strong> This time Ellis had good pace on ball, changing up after that slower delivery last ball. Gurbaz, again trying to be adventurous, makes some room, and also skips out of the crease. He hacks at this good length ball on off - rather it was on the shorter side of a length - and missed, as the stumps lit up",
2023.0,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,AS Roy,Anukul Roy,4,5,5,1,0,80.00,False,False,"{'wickets': 2, 'runs': 17}",1.6,c Sikandar Raza b Arshdeep Singh,"<strong>spooned to midwicket!</strong> Arsh gets two in this over. I think the extra bounce came into play again, and so did his pace. Another short delivery from Arsh, and this one's line was a bit wide of off, much further away from the middle-stump line he cramped Anukul with previous ball. Anukul pulled, but found the fielder, who didn't have to move at all",
2023.0,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,VR Iyer,Venkatesh Iyer,34,28,66,3,1,121.42,False,False,"{'wickets': 7, 'runs': 138}",15.3,c Chahar b Arshdeep Singh,"<strong>ramped to point!</strong> Another bouncer from Arsh earns him a wicket. The bounce was a bit too much for Iyer to handle. Arsh banged it in short around off, with Iyer almost leaping a little to get on top of it. But he ended up half-ramping it - and without any control - to point",
2023.0,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,N Rana,Nitish Rana,24,17,23,3,1,141.17,True,False,"{'wickets': 4, 'runs': 75}",9.2,c Chahar b Sikandar Raza,"<strong>slashed straight to point!</strong> Raza is relieved after going for some runs in his first two overs. That was there to be hit, but Rana ended up gifting the fielder an easy catch. Short and slightly wide of off, as Rana went hard at that only to end up walking back. So the time-out breaks his momentum",
2023.0,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,RK Singh,Rinku Singh,4,4,5,0,0,100.00,False,False,"{'wickets': 5, 'runs': 80}",10.1,c Sikandar Raza b Chahar,"<strong>strikes first ball, just like Arshdeep!</strong> Rinku goes after the legspinner right away, but finds deep midwicket. Chahar bowls on a length on off, but it is the wrong 'un. It turns away from Rinku's arc, as he looks to slog sweep. Instead, the ball ends up landing right into the fielder's lap",
2023.0,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,AD Russell,Andre Russell,35,19,24,3,2,184.21,False,False,"{'wickets': 6, 'runs': 130}",14.5,c Sikandar Raza b Curran,"<strong>finds deep midwicket!</strong> Could be exactly the wrong time for KKR, given there is rain around. Curran went short again, except that this one was an offcutter, which rose sharply after pitching middle and leg, while also angling across. Russell swat-pulled but only off the higher side of the bat",
2023.0,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,SN Thakur,Shardul Thakur,8,3,8,0,1,266.66,False,True,{},,not out,,
2023.0,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,SP Narine,Sunil Narine,7,2,4,0,1,350.00,False,True,{},,not out,,
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,KL Rahul,KL Rahul,8,12,21,0,1,66.66,True,False,"{'wickets': 1, 'runs': 19}",3.6,c Patel b Sakariya,"<strong>slower ball trap works!</strong> 118 kph delivery back of a length on the legs, flicks this loosely to deep backward square leg where Axar gleefully takes the catch five yards inside the rope at chest height.",
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,KR Mayers,Kyle Mayers,73,38,53,2,7,192.10,False,False,"{'wickets': 3, 'runs': 100}",11.3, b Patel,"<strong>goodness what turn!</strong> Axar digs this into the pitch on a good length on fifth stump, Mayers goes to cut and the ball jacknifes back into off stump. If that happened on a highway there'd be a 20-car pileup and three lanes of traffic closed while the police investigate the cause of the crash. Extraordinary delivery.",
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,DJ Hooda,Deepak Hooda,17,18,31,0,0,94.44,False,False,"{'wickets': 2, 'runs': 98}",10.6,c Warner b Kuldeep Yadav,"flighted a lot more on a full length on fourth stump at 81 kph, Hooda is through the shot too early and skies the drive to Warner at long-off. He waits under it for a simple catch taken on his haunches seven yards in from the rope.",
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,KH Pandya,Krunal Pandya,15,13,51,0,1,115.38,False,True,{},,not out,,
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,MP Stoinis,Marcus Stoinis,12,10,13,0,1,120.00,False,False,"{'wickets': 4, 'runs': 117}",14.1,c &dagger;Khan b Ahmed,"length ball angled across sixth stump at 134 kph, Stoinis chases at this flat-footed and slices a thick edge through to the keeper at waist height. <b>Khaleel charges off and celebrates wildly like a man who definitely and most certainly did not drop a different batter on 14 who went on to make 73...</b>",
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,N Pooran,Nicholas Pooran,36,21,24,2,3,171.42,False,False,"{'wickets': 5, 'runs': 165}",18.3,c Shaw b Ahmed,"fullish length ball outside off, smokes a drive flat to Prithvi in the ring at extra cover. He catches it in self-preservation at waist height. Absolute howitzer off the bat of Pooran but he couldn't have picked out Shaw any better.",
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,A Badoni,Ayush Badoni,18,7,10,1,2,257.14,False,False,"{'wickets': 6, 'runs': 187}",19.5,c &dagger;Khan b Sakariya,"slower length ball on fourth stump, Badoni shuffles across trying to scoop this over fine leg but is thrown off by the lack of pace and it pings the gloves before ballooning to the left of Sarfaraz, who shuffles five yards and reaches forward for a simple take.",
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,K Gowtham,Krishnappa Gowtham,6,1,2,0,1,600.00,False,True,{},,not out,,
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,PP Shaw,Prithvi Shaw,12,9,24,2,0,133.33,False,False,"{'wickets': 1, 'runs': 41}",4.3, b Wood,"<strong>bullseye! Wood rattles the off stump wood at 147 kph!</strong> Bowled on a good length angled in from wide of the crease, Shaw's feet never move and he flails at this tamely. He's beaten badly and the bails go flying.",
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,DA Warner,David Warner,56,48,87,7,0,116.66,True,False,"{'wickets': 7, 'runs': 113}",15.6,c Gowtham b Avesh Khan,"slower ball lands full on seventh stump, Warner miscues a drive skying this to long-on. Simple catch taken three yards inside the rope by K Gowtham.",
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,MR Marsh,Mitchell Marsh,0,1,2,0,0,0.00,False,False,"{'wickets': 2, 'runs': 41}",4.4, b Wood,<strong>double bullseye! Another 147 kph bullet leaves a big dent in off stump about three-quarters of the way up!</strong> Marsh shuffled across to cover his stumps and goes for an expansive drive to a ball pitching on fifth stump but is beaten by the sharp inward movement.,
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,SN Khan,Sarfaraz Khan,4,9,16,1,0,44.44,False,False,"{'wickets': 3, 'runs': 48}",6.6,c Gowtham b Wood,"<strong>Sarfaraz can't escape the short ball from Wood!</strong> Banged in short at 137 kph, Sarfaraz ducks and almost falls over getting out of the way of the ball... before bizarrely changing his mind in a split second as he's losing his balance and tries to attack this with an uppercut over the keeper. He gets plenty of bat on it, enough for it to sail to deep fine leg who is fielding very straight and takes a chest high catch three yards in from the rope.",
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,RR Rossouw,Rilee Rossouw,30,20,24,3,1,150.00,False,False,"{'wickets': 4, 'runs': 86}",11.6,c Mayers b Ravi Bishnoi,"full on leg stump, shuffles well across the stumps and goes to sweep and misses off the pads/shoes, huge lbw shout denied and the ball pops up off a deflection of some kind behind the wicket for a catch claimed by the short fine leg fielder. Looked pretty stone dead live. <strong>LSG have gone for a review. Rossouw has started marching off without even waiting for the replays. </strong> Nothing on bat or glove on the initial shot but the ball has popped up off the bat of the bat on the follow through in bizarre fashion and a catch was taken by the fielder coming over from short fine leg. We're not even going to get to the ball-tracking for lbw because he's been given out caught.",
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,R Powell,Rovman Powell,1,3,11,0,0,33.33,False,False,"{'wickets': 5, 'runs': 94}",13.4,lbw b Ravi Bishnoi,99 kph googly skids on from a good length on fourth stump and zings Powell in front of middle stump on the back foot playing back to punch through midwicket. He read the googly but it just came onto him far quicker than he expected and he's too late getting the bat down. Big lbw shout upheld. Powell marches off without a moment's thought for a review. It was stone dead.,
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,Aman Hakim Khan,Aman Hakim Khan,4,5,11,0,0,80.00,False,False,"{'wickets': 6, 'runs': 112}",15.3,c &dagger;Pooran b Avesh Khan,"<strong>bounced out!</strong> Short ball on the stumps at 136 kph, goes to pull and is hustled for pace top edging this high behind the stumps. Keeper Pooran shuffles in front of short fine leg for the take.",
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,AR Patel,Axar Patel,16,11,21,1,1,145.45,False,False,"{'wickets': 8, 'runs': 139}",19.1,c sub (PN Mankad) b Wood,<strong>It's Wood's night for sure!</strong> Leg stump half-volley flicked effortlessly but picks out deep square leg. Sub fielder Mankad takes a simple catch at chest height four yards inside the rope. Not as spectacular a delivery as his previous three wicket-taking balls but still effective nonetheless.,
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,Kuldeep Yadav,Kuldeep Yadav,6,10,22,0,0,60.00,False,True,{},,not out,,
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,C Sakariya,Chetan Sakariya,4,4,5,1,0,100.00,False,False,"{'wickets': 9, 'runs': 143}",19.5,c Pandya b Wood,"<strong>Wood has a five-for after making the switch to LSG!</strong> Length ball outside leg stump, Sakariya tries to heave this over the leg side but is rushed and it flutters up off the splice of the bat to Krunal at short midwicket inside the ring. Simple catch.",
2023.0,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,Mukesh Kumar,Mukesh Kumar,0,1,1,0,0,0.00,False,True,{},,not out,,
2023.0,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,RR,1,YBK Jaiswal,Yashasvi Jaiswal,54,37,63,9,0,145.94,False,False,"{'wickets': 2, 'runs': 139}",12.3,c Agarwal b Fazalhaq Farooqi,"<strong>holes out to deep square leg! Farooqi has another! </strong> Banged into the track on middle and off stump. Jaiswal looks to heave it away but does not quite get hold of it. In fact, he toe-ends it and Mayank does the rest on the fence! Vital wicket for SRH!",
2023.0,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,RR,1,JC Buttler,Jos Buttler,54,22,32,7,3,245.45,False,False,"{'wickets': 1, 'runs': 85}",5.5, b Fazalhaq Farooqi,<strong>cleans him up! Farooqi breaks through!</strong> Back of a length delivery at the stumps that skids through and might have just nipped back a shade. Buttler tries to punch on the up but the movement means that he gets a feather of an inside edge that cannons into the top of middle and off stump! Much-needed respite for the Sunrisers Hyderabad!,
2023.0,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,RR,1,SV Samson,Sanju Samson,55,32,66,3,4,171.87,True,False,"{'wickets': 5, 'runs': 187}",18.3,c Abhishek Sharma b Natarajan,"<strong>taken brilliantly at deep mid wicket!</strong> Slower delivery on a back of a length outside off stump, and this one just sticks in the surface a little. Samson has a swipe at it but is early into the stroke. He shanks it towards deep mid wicket, where Abhishek settles himself, catches it and then tiptoes his way out of trouble beautifully!",
2023.0,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,RR,1,D Padikkal,Devdutt Padikkal,2,5,10,0,0,40.00,False,False,"{'wickets': 3, 'runs': 151}",14.1, b Umran Malik,<strong>cleans him up with a corker!</strong> <strong>Heat-seeking 149.2 kph missile</strong> that hones in on off stump. Padikkal is already hanging back because of the extra pace and is awfully late on the stroke. He jumps up into the air but cannot do anything as the ball whistles past the bat and sends off stump flying!,
2023.0,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,RR,1,R Parag,Riyan Parag,7,6,12,1,0,116.66,False,False,"{'wickets': 4, 'runs': 170}",16.1,c Fazalhaq Farooqi b Natarajan,"<strong>taken at short third man! Natarajan gets Parag!</strong> Back of a length delivery outside off stump. Parag has a hack across the line but the angle means that he always has to fetch it. The ball also gets a little big on him and he ends up top-edging it towards short third man, where Farooqi settles under the high ball and completes the catch!",
2023.0,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,RR,1,SO Hetmyer,Shimron Hetmyer,22,16,21,1,1,137.50,False,True,{},,not out,,
2023.0,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,RR,1,R Ashwin,Ravichandran Ashwin,1,2,9,0,0,50.00,False,True,{},,not out,,
2023.0,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,Abhishek Sharma,Abhishek Sharma,0,3,3,0,0,0.00,False,False,"{'wickets': 1, 'runs': 0}",0.3, b Boult,<strong>cleans him up with an absolute peach!</strong> Sizzling yorker that seems to start on middle and leg stump before swerving away at the last moment. Abhishek is completely flummoxed by it and can't lay bat on it as the ball flattens off stump! What a special delivery!,
2023.0,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,MA Agarwal,Mayank Agarwal,27,23,56,3,0,117.39,False,False,"{'wickets': 6, 'runs': 52}",10.6,c Buttler b Chahal,"<strong>holes out to long off!</strong> Flighted devilishly on a full length on off stump. Mayank looks to smash it into next week but is beaten in the flight. Like Phillips, he has to reach out for it and toe-ends it miles up into the air towards long off. Buttler settles under it and completes the catch comfortably!",
2023.0,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,RA Tripathi,Rahul Tripathi,0,2,6,0,0,0.00,False,False,"{'wickets': 2, 'runs': 0}",0.5,c Holder b Boult,"<strong>taken excellent at slip!</strong> Full delivery just outside off stump. Tripathi takes a step down the track, and opens his bat face, almost guiding it towards Holder, who is stationed at a wide slip. Holder flings himself to his left and holds onto a spectacular catch! <strong>But hang on....Tripathi has reviewed this one, saying that he has not nicked it at all. Replays, though, only confirm what we saw first time out. Tripathi has absolutely smashed it, and he now has to walk back!</strong>",
2023.0,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,HC Brook,Harry Brook,13,21,28,1,0,61.90,False,False,"{'wickets': 3, 'runs': 34}",6.6, b Chahal,"<strong>knocks him over!</strong> Back of a length delivery on middle and off stump that skids through. Brook tries to cut it but does not have any room to work with. It sneaks past the bat and then crashes into the stumps! Brook's troubled stay comes to an end, and SRH sink further in trouble!",
2023.0,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,Washington Sundar,Washington Sundar,1,5,10,0,0,20.00,False,False,"{'wickets': 4, 'runs': 39}",8.2,c Hetmyer b Holder,"<strong>straight up and taken by Hetmyer!</strong> Back of a length delivery on middle and leg stump that climbs onto Sundar. He has a hack across the line but because the ball gets big on him, he can only spoon it towards Hetmyer at extra cover! SRH in all sorts of trouble now!",
